,time,cycles,instructions,branch-misses,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,L1-dcache-load-misses,L1-icache-load-misses,LLC-load-misses,LLC-store-misses,cpi,,,,,,,,
184,185.1950755,3082734184,7291947585,17118074,15297,5407,4796,199779908,206969,164724,249746,0.422758687,,,,,,,,
185,186.1957911,3079821517,7262162834,17073993,16558,5353,4697,198832354,223568,188262,296396,0.424091498,,,,,,,,
186,187.1968786,3082374568,7290533676,17143051,15861,5303,4997,199997723,235055,194490,233343,0.422791349,,,,,,,,
187,188.1980284,3083850743,7289024198,17136757,16348,5708,4922,200025561,231516,183645,271225,0.423081425,,,,,,,,
188,189.1991549,3079431708,7241932334,17208833,16990,5935,5510,198509485,273732,187797,294606,0.425222381,,,,,,,,
189,190.1997909,3072021327,7183563164,17015545,19725,6739,5280,196822279,256021,214957,328606,0.427645899,,,,,,,,
190,191.2009166,3074193170,7221024665,17127625,20266,6948,5531,198122741,317869,227626,384453,0.425728108,,,,,,,,
191,192.2020142,3079962246,7253341806,17171146,16620,5791,5068,198479616,262149,181109,275115,0.424626652,,,,,,,,
192,193.2031323,3074016024,7158716783,17027362,20046,6306,5465,197529040,311263,211306,256117,0.429408806,,,,,,,,
193,194.2037703,3080700642,7269658631,17197844,21067,7225,5749,199500919,322743,160088,170242,0.423775145,,,,,,,,
194,195.2049006,3081840181,7288050917,17234413,17253,5620,4313,199744351,265690,160727,177166,0.422862054,,,,,,,,
195,196.206019,3084371696,7297095776,17259804,14247,5551,2999,199951419,199930,113056,72837,0.422684831,,,,,,,,
196,197.2071343,3081498922,7282064750,17176269,18630,5901,4977,199537195,260387,166480,140131,0.423162802,,,,,,,,
197,198.2082499,3078607261,7248065158,17137981,20740,6635,5526,198166756,296407,169246,230725,0.424748839,,,,,,,,
198,199.2093768,3082054495,7273403520,17237714,20537,6886,6053,199829876,319664,168964,193051,0.423743092,,,,,,,,
199,200.2104918,3084339289,7306822905,17307206,16263,5886,3899,199845234,238116,131863,58516,0.422117701,,,,,,,,
200,201.2116121,3085207931,7311694556,17261240,14924,5327,3693,200576705,232318,118660,81747,0.421955254,,,,,,,,
201,202.2127697,3084380983,7287272136,17770331,16656,6212,3296,199254153,211026,81785,53122,0.423255908,,,,,,,,
202,203.2131906,3083415321,7311873114,17461764,15242,5062,2838,200363950,197053,132661,84023,0.421699785,,,,,,,,
203,204.2138707,3084562869,7313670196,17416958,14991,5383,2906,200723877,189992,109529,44383,0.421753071,,,,,,,,
204,205.214986,3047347707,7213927917,17237866,37401,4996,2948,198259510,210196,157576,82323,0.422425583,,,,,,,,
205,206.2158231,3084772733,7309610602,17253639,14939,4913,3013,200483788,199917,119915,58131,0.422016014,,,,,,,,
206,207.2165696,3084185283,7305920394,17385926,14269,4593,2894,200508894,196884,120736,44719,0.422148767,,,,,,,,
207,208.216942,3083250445,7304486699,17324266,14616,4540,2401,199469374,196279,108667,98293,0.422103643,,,,,,,,
208,209.2180239,3084112353,7298134887,17732119,15193,5208,2827,200015975,185559,133318,59223,0.422589114,,,,,,,,
209,210.2191425,3083770757,7304324192,17310268,15893,5110,3138,200669609,214553,141452,107200,0.422184267,,,,,,,,
210,211.2201952,3083370023,7290380182,17230275,18546,6688,4901,199721467,261857,139576,123710,0.422936794,,,,,,,,
211,212.2213154,3077707017,7215794307,17101364,17420,6012,4845,197734524,282388,169421,211204,0.426523663,,,,,,,,
212,213.22193,3082412861,7294440699,17242699,17348,6109,3935,199243254,233554,142839,122085,0.422570145,,,,,,,,
213,214.2230379,3044283791,6770085444,16003227,57759,9569,5133,190099605,332760,292099,408875,0.449666967,,,,,,,,
214,215.2241572,3074416985,7188123169,16965248,28616,7035,5307,196760384,316128,167744,252014,0.427707889,,,,,,,,
215,216.2252791,3083649168,7298966266,17264293,18008,5856,4716,200454694,262421,133714,109757,0.42247752,,,,,,,,
216,217.2264041,3083694171,7296382406,17232632,17249,6401,4790,200001231,269739,130665,88005,0.4226333,,,,,,,,
217,218.2275248,3076527173,7225587508,17075499,21848,7198,5484,198762346,308682,176737,202587,0.425782287,,,,,,,,
218,219.2286383,3073164263,7204656546,16971084,24571,7350,5716,198746607,339249,191758,245684,0.4265525,,,,,,,,
219,220.2297533,3082213567,7280651064,17308850,19015,6478,5357,200184460,279436,122685,102022,0.423343124,,,,,,,,
220,221.2308848,3083469539,7269887760,17173025,20737,6454,5318,200282752,277850,122693,118826,0.424142661,,,,,,,,
221,222.2320069,3084502176,7302675363,17225502,19607,7264,5242,199662667,274422,114831,72060,0.422379748,,,,,,,,
222,223.2331225,3083715566,7328805797,15799221,56167,7729,4946,207544324,253478,156484,99544,0.420766446,,,,,,,,
223,224.2342658,3083445388,7430932952,11976739,110562,6818,6645,227352809,257854,95019,24107,0.414947276,,,,,,,,
224,225.235388,3084580141,7456703975,12001263,68142,5475,4499,229448773,234933,93054,30872,0.413665361,,,,,,,,
225,226.2364888,3087870061,7483052876,12001712,54855,6172,6878,225604678,237621,43238,21157,0.412648435,,,,,,,,
226,227.2376061,3084423823,7511826403,11957377,56793,5008,4761,228826419,272905,146234,40311,0.410609039,,,,,,,,
227,228.2387345,3083219984,7527584884,11835942,57421,5969,5383,229986627,220357,126017,47602,0.409589534,,,,,,,,
228,229.2398619,3079348722,7912200079,23329056,48215,36128,13708,96837469,842080,219828,1524977,0.389189946,,,,,,,,
229,230.2409926,3087326027,7200199704,37926957,36366,59383,6946,21847503,299476,125286,1092363,0.428783389,,,,,,,,
230,231.2421153,3087220925,7350753446,36428792,45288,130694,16257,21463870,244815,120222,660383,0.419987005,,,,,,,,
231,232.2432367,3086452787,6907400848,33341419,37026,90095,10594,72119670,247861,106199,584696,0.446832731,,,,,,,,
232,233.2443544,3085111115,7311349880,17254674,17375,5977,5077,200841662,223005,138722,69827,0.421961904,,,,,,,,
