,time,cycles,instructions,branch-misses,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,L1-dcache-load-misses,L1-icache-load-misses,LLC-load-misses,LLC-store-misses,cpi
77,39.04680593,1468330088,2144488138,12308339,521105,75318,136951,27191411,26122275,946543,371160,0.684699562
78,39.54742251,1501478750,2575126510,14538344,432349,84157,127754,36324908,20477663,344546,655636,0.583069897
79,40.04788807,1502486889,2520365671,14905132,564560,91989,106660,35949838,19037388,354457,620444,0.596138452
80,40.54851124,1505436120,2557459091,14236245,604917,97681,92668,39651383,20934132,428163,479767,0.58864524
81,41.04865491,1508380508,2537047707,15616891,301119,101465,156249,30489662,28295921,233650,379515,0.594541641
82,41.54925273,1505690522,2407945142,15212793,289235,100530,192258,31500314,33009279,246461,391450,0.625301007
83,42.04984611,1516736833,3039375905,11668501,378917,111561,150234,40574461,26431579,205916,380584,0.499029038
84,42.55044174,1505836256,2548655959,14861180,352034,105630,132616,33975825,25443253,369355,408824,0.590835436
85,43.05106518,1437462715,2563346957,8559424,1217104,99922,26144,42730434,4771452,2275960,410486,0.560775712
86,43.55168716,1507891086,2602687886,14484836,397705,104737,142591,29327648,29658338,359111,346365,0.579359167
87,44.05189993,1501489230,2662917951,13741195,500297,104314,110007,35697221,23311809,295064,441793,0.563851105
88,44.55253211,1509905941,2523800847,15473365,337459,98809,134834,32248475,25774051,266524,357606,0.598266675
89,45.05317184,1511031810,2609052277,13660850,496788,119368,102325,36406127,21628613,319308,428181,0.579149687
90,45.55380177,1487901206,2530342480,11577253,822229,101125,25812,49696437,11301976,959770,665110,0.588023644
91,46.05443184,1484202384,2674352657,11570038,893409,94395,50886,43994228,11994353,824739,479052,0.554976316
92,46.5550459,1500085085,2720053299,12584966,858930,115587,55085,37490301,13417330,501549,432393,0.551491063
93,47.05567681,1507771079,2479575946,15036327,472809,91137,96972,37381916,19455236,314976,465510,0.608076184
94,47.55631012,1461713880,2342974637,14235563,734334,90710,178240,27798276,30782089,863855,355329,0.623870979
95,48.05691971,1506724056,2538500733,14557436,480408,99512,98271,37114777,19886522,291308,332377,0.593548797
96,48.55754059,1511684264,2611463016,15061532,310206,103057,126813,32498593,24851375,253105,372066,0.578864895
97,49.05811852,1511289365,2706285598,14446031,368960,100958,116782,33196037,25260329,259505,391973,0.558436761
98,49.5587216,1512853075,2535244394,15246751,416416,101305,135003,33863061,25865116,224396,423982,0.596728694
99,50.05934284,1514767348,2688595262,15049169,271066,98811,121395,33670195,27031689,255967,355383,0.563404752
100,50.55987208,1493947260,2648109625,13474448,593674,101471,110567,33540425,25938389,385263,433363,0.564156123
101,51.06046369,1496600665,2758824544,13491409,350474,95699,97995,33153080,23059183,400445,371535,0.542477653
102,51.56108653,1500633104,2677256246,13632935,535636,99924,92066,37846118,20586725,326699,481012,0.560511571
103,52.06168725,1469585397,2422602739,13110775,418068,86827,99849,34473368,21460641,633557,463579,0.606614272
104,52.56231553,1463818484,2346174661,12922480,521252,102180,119129,33983144,21224560,699751,558522,0.623917097
105,53.06298619,1477768428,2359859187,12937573,582888,103764,87060,36184246,19882181,656620,536518,0.626210427
106,53.5635782,1497729491,2431739291,14736073,419303,93913,155138,33380724,27937047,308588,382955,0.615908743
107,54.06390073,1506798685,2808482840,12361891,591241,123572,128285,38897932,30409484,285386,355835,0.536516963
108,54.56451781,1429853793,2620541273,7150686,823482,200911,41246,52990828,7420075,1876280,1226900,0.545632999
109,55.06514687,1398852514,2628697669,3825917,958733,153870,24760,50802251,12381838,2780589,1891206,0.532146595
110,55.56579891,1346325432,2141162192,3639133,1141172,511008,21476,60244500,3242473,3285263,1669871,0.628782554
111,56.06644721,1386406303,2367100485,3981186,1086142,215149,6536,47697831,16087616,2810944,515004,0.58569812
112,56.56709297,1334829862,2109951663,3584007,989170,101964,6837,53800735,2304865,3670361,421089,0.63263528
113,57.0676915,1292983945,1940915848,3622752,1404457,117497,11722,37177809,12148589,5005645,960099,0.666172079
114,57.56833025,1389946712,2372023602,7475465,963683,104520,48527,47030945,7723992,2424562,1400845,0.585975077
115,58.06897624,1385390327,2489904456,4233191,1033994,106697,17277,57298178,13517709,2628144,1536738,0.556403007
116,58.56957958,1375553168,2233300664,4447355,1153253,273569,49252,51475566,9528917,2932952,1495975,0.615928339
117,59.07019805,1375674220,2338212871,3899950,1095212,191206,4343,45282772,17958648,2901702,641643,0.588344302
118,59.57079926,1329851890,2121303255,4031283,1512233,96435,10743,41603670,11130315,3780564,365928,0.626903243
119,60.07138301,1503562254,2506293684,14551525,648563,92494,95753,39356233,20708932,479015,488274,0.599914632
120,60.57196868,1501723385,2559058580,14540243,491231,79663,118080,34796604,23426648,376012,305415,0.586826498
121,61.07259591,1483791907,2270113692,13423885,483402,66631,99781,33049789,19527649,608118,388376,0.653620086
122,61.57319125,1507526982,2435347087,14885958,506792,99031,102263,38661384,16007786,324092,729982,0.619019355
123,62.07387686,1478333426,2195285370,12645886,589039,94878,100373,34530984,17297222,808237,534521,0.673412872
124,62.57449124,1505409513,2666660906,12681815,772501,121643,80278,43838777,19060095,366220,639941,0.564529787
125,63.07511791,1505480122,2650367740,12830577,700042,119702,75077,41469488,15661592,312623,1052888,0.568026881
126,63.57574186,1493849379,2453280326,11757333,708650,111350,62619,47561298,14989809,606892,692849,0.608919153
127,64.07588606,1504735901,2793488704,12636042,660493,123731,89060,37895009,17265833,481237,463068,0.538658309
128,64.57652793,1514664023,2674888876,14298993,485839,96098,126499,35016834,22080302,249603,388502,0.566253064
129,65.07714748,1517151399,3511554871,8463203,478880,84291,79793,29827163,9128306,262516,665870,0.432045477
130,65.57778046,1423627993,2913096363,4533836,1321401,119333,44558,46203334,18442515,1944841,660413,0.488699245
131,66.07840426,1501912302,2901985401,10115879,517065,99964,117194,40573354,20809080,409000,650010,0.517546471
132,66.57902412,1510452409,2685163784,14099463,520893,95108,116836,35427544,24534019,383086,384537,0.562517794
133,67.07965057,1508027899,2529872442,14947623,510480,92718,137105,34509401,23831363,318435,401710,0.596088512
134,67.58014913,1506246938,2521223443,15236385,364837,97208,144874,31503979,25710081,280870,367307,0.597426992
135,68.08073913,1514069500,2526462694,14414110,567752,101703,78231,44528345,14281716,328693,617615,0.599284329
136,68.58275035,1513001811,2555373091,14580390,521508,100015,121165,35616461,23684595,324741,329869,0.592086461
137,69.08336516,1415760858,2434450063,12480981,679565,104236,60604,42155573,14809817,367950,589652,0.581552639
138,69.58400183,1493219590,2563024678,14413950,605678,100499,110246,32266367,26448516,393735,429753,0.582600551
139,70.08462029,1481786842,2438883746,15553504,352695,92808,126551,32767380,25632567,408973,363583,0.60756764
140,70.58521647,1513343907,2482239799,14600620,517466,94635,85732,40176160,15959525,286578,449249,0.609668698
141,71.08581722,1476312996,2437808974,13507098,606659,101694,85486,42155972,18316683,471348,428333,0.605590106
142,71.58641896,1517489620,2537188594,15250778,496044,98468,82223,42521286,14208087,223684,572655,0.598098866
143,72.08702395,1496829745,2492646497,14789713,532904,96853,74320,39638633,20407951,394267,417105,0.600498204
144,72.58766578,1497781175,2596202587,14115664,592409,96127,95937,41471106,17117089,263196,586465,0.576912288
145,73.08788669,1502159660,2493930871,15230014,537753,98458,87090,37424567,19724735,370725,480920,0.602326102
146,73.58851312,1498237031,2487020016,14245472,561052,100240,86171,41387154,18063328,337169,422874,0.602422587
147,74.08910938,1501029841,2491649922,14864738,537460,108272,105111,38025888,18608436,262067,495392,0.602424052
148,74.58976382,1478500738,2471200347,14158016,575344,95605,103329,36355654,19093004,1011742,401432,0.598292542
149,75.09038811,1471258681,2514476505,13621876,617338,93563,62596,39946961,17745770,397941,731315,0.585115303
150,75.59101827,1463685682,2401528779,12214462,701116,93671,81568,40095800,16905551,803804,394760,0.6094808
151,76.09162272,1459532803,2521878680,12458859,616880,92583,64254,39163952,10609719,382292,575095,0.578748222
152,76.59188126,1445960795,2350220845,11423155,706428,94286,51118,45261919,14807441,873901,628036,0.615244647
153,77.09248368,1451344775,2367493613,11051210,865992,103985,64107,43389996,15275485,958655,524149,0.61303007
154,77.59309101,1463430281,2365696397,14539545,396750,99639,171697,29409246,26388198,428073,395543,0.618604434
155,78.09371555,1494193199,2745124440,12963196,533956,110054,115830,36363351,19059798,330617,395684,0.544308002
156,78.5943377,1382028449,2693296936,10544660,354859,119967,144404,30086899,19362266,454343,487001,0.513136309
157,79.0949949,1443190429,3154729421,6487208,861246,98822,28214,36928506,9964445,1380555,419056,0.457468846
158,79.59561644,1480344489,2620051901,13783260,554960,84984,88740,40058858,17405313,361301,394824,0.565005788
159,80.0959085,1467062424,2385785892,13310924,623181,115442,69627,41782528,14180189,351595,615808,0.614917889
160,80.59634348,1476641891,2413780451,12771026,722009,92530,95819,40715344,12134013,627849,667371,0.611754847
161,81.09695457,1343335031,2157548503,12555550,374966,85026,152916,25462656,22438535,432884,366086,0.622621011
162,81.59759012,1464585773,2381425655,11741652,586772,141100,97661,40835745,8357812,831891,519766,0.615003777
163,82.09824548,1426081499,1960287189,10708537,992535,157025,17475,49964393,9616538,1264103,480358,0.727486007
164,82.59860567,1481811733,2441640245,13809032,488801,74388,109140,33327048,20551332,656509,651147,0.606891919
165,83.09924734,1489356723,2572866490,13316418,501615,102720,111838,36320515,19450620,434201,416442,0.578870582
166,83.59989852,1456421244,2540444573,12820908,632873,94776,79986,36122302,18123551,436867,375958,0.573293848
167,84.10050897,1507461765,2619286887,13702142,566501,108685,81328,39399429,15265185,311474,409290,0.575523732
168,84.60113878,1449933837,2591455193,13187818,548297,96142,95111,38798065,16200532,291408,476354,0.559505656
169,85.10177753,1498499343,2623473713,14153687,547720,97430,115105,33054788,22967534,370610,428567,0.571189006
170,85.602368,1386417068,2516822969,12158729,494955,103045,138497,34610870,19992214,312039,371216,0.550859987
171,86.10296853,1474223659,2418844455,12909512,642854,96433,92644,36651275,20357605,682776,434736,0.609474353
172,86.60360678,1469236545,2421093401,13604354,484788,95617,116238,34645224,22127172,447299,426867,0.606848354
173,87.10400565,1443709816,2243245386,12763692,504772,91488,103004,39028641,16595005,971285,599884,0.643580869
174,87.60462281,1450840010,2505408117,12843560,653261,89328,85654,36320818,18933638,460657,463669,0.579083304
175,88.10525474,1464267483,2425541696,13390887,533761,92212,92714,36770423,18886868,566912,430484,0.603686791
176,88.60589485,1450251957,2399746063,11961052,711413,125746,59309,43879302,13196049,654378,391576,0.604335592
177,89.10650718,1467809989,2457830935,13024380,529000,119503,152791,37486224,21321210,563645,675334,0.597197296
178,89.60709964,1434573799,2547227383,9852477,641331,100419,44056,35062067,5927389,1214631,528192,0.563190318
179,90.10776544,1239697881,1635962281,7764764,804489,90521,12657,49838941,3597286,1707807,389030,0.757779012
180,90.60839457,1363965431,2363584798,9620807,927692,129683,44003,42672615,9866949,1460143,671348,0.577074887
181,91.10903026,1505812036,2675462243,13865254,633656,79336,96193,37138150,17406126,364435,394878,0.562823131
182,91.60965073,1499447504,2861568378,11307512,432659,103360,141474,47634284,22655741,330611,490991,0.523994994
183,92.11028043,1349854547,2164497730,12003952,299584,88283,145768,30187288,24043085,503281,395857,0.623634078
184,92.61088537,1461268545,2412619550,14180727,388750,99364,172544,31737655,28427300,413362,413076,0.605677155
185,93.11146881,1434040903,2867410342,8916268,576510,90267,50044,42901715,8461885,1001345,433735,0.500117085
0,0.500529891,1500736027,3082354748,4937399,145907,278420,1625483,25487416,86448412,136705,1662514,0.486879723
1,1.001180097,1499597867,2729336782,7318154,210143,220509,1787059,17392303,88816659,321860,1552016,0.549436726
2,1.501814557,1490620380,2902362034,8811655,339973,360842,485018,25160143,48229071,444906,2088726,0.513588712
3,2.002438555,1493788093,3046975062,8818908,242381,395928,315552,28723742,35604656,394305,2104887,0.490252812
4,2.503077817,1479317074,2551544860,10299941,515727,326668,203188,30660920,38283489,555470,1501372,0.5797731
5,3.003707415,1495869252,2131492524,15775722,254286,240640,149464,27077602,34949001,399422,641622,0.701794276
6,3.503877599,1489920016,2180195890,14757551,288656,249413,151151,27978962,33881420,503111,678337,0.683388141
7,4.004480228,1488661768,2528533784,12914394,384103,277832,129791,44091831,19722507,501860,719981,0.588745057
8,4.505099216,1435140601,2426651085,8950904,717560,245871,95589,51942836,13530655,1503254,992596,0.591407891
9,5.005720366,1491384346,2271074338,15727679,336787,265267,148347,37608206,21156187,542407,683076,0.656686715
10,5.506354944,1495563498,2388090996,14810801,363533,285267,156121,39546706,21728341,431118,804476,0.626259008
11,6.007004132,1349069862,1857826721,8494164,1184097,157814,56074,44329948,8834742,3489529,792324,0.726154838
12,6.507650266,1350142062,1426839428,4499683,2324083,429493,38305,51979237,5524157,3634671,2223132,0.946246673
13,7.007860126,1503621715,2596935797,13758406,276744,124212,226218,28582111,41641774,253651,402491,0.578998417
14,7.508438606,1503497583,2246914852,16348487,237308,111077,256676,21926601,42680584,298218,446288,0.669138655
15,8.009041147,1506400213,2272901004,16465859,238679,114531,275665,22578889,40541234,258053,417886,0.662765431
16,8.509631125,1505980427,2348390180,14973800,320714,121258,123273,38313148,22034256,358800,400079,0.641282032
17,9.010222197,1507272236,2774830465,12321417,349085,103374,102487,36830890,17634912,323659,401278,0.543194352
18,9.510868969,1511272521,2740880965,13451504,217315,119930,125386,39019468,25767464,253709,561919,0.551382034
19,10.01148761,1512635322,2839091959,13395138,238724,107893,122952,40705260,21337089,249264,543846,0.532788421
20,10.51190382,1510861780,2576445161,13390986,460577,107132,101683,44730570,15043224,256843,496053,0.586413328
21,11.0125042,1508332840,2712942219,13440233,339079,82997,116973,38231908,22632258,260137,425620,0.555976766
22,11.51310329,1509579593,2616073131,15229976,322079,96970,155600,30867420,31851743,288824,360862,0.577040288
23,12.01371827,1507461760,2395048287,16355538,293426,109038,209272,26355052,33858642,261344,355104,0.629407669
24,12.51430153,1509961872,2512871719,16061720,229203,96716,169363,27762031,31331084,293324,358278,0.600890949
25,13.01487807,1513986610,2490512647,15894782,307027,100694,117921,34810130,24424837,240233,383682,0.607901595
26,13.51550903,1515508569,2670305989,13633778,493140,106976,71082,39987445,19292627,246152,478037,0.567541164
27,14.01590171,1512390702,2406128425,16865911,257421,104538,183283,26070179,35092206,227169,354884,0.628557764
28,14.51648394,1512409893,2455599414,16630906,245231,96359,167403,28008754,30390578,249172,326689,0.615902531
29,15.01708167,1508088828,2429554659,15467427,266016,96138,141651,32625710,25960530,274231,432526,0.620726446
30,15.51770868,1518794816,2568925136,15414438,392073,94563,108330,35831657,24041907,198906,281192,0.591218014
31,16.01831845,1507700071,2483231781,15330964,241605,97167,214359,27681044,34322223,231966,344375,0.607152374
32,16.5189057,1496260829,2381719810,16454549,324197,89436,208403,25209741,31876083,609040,424590,0.628227058
33,17.01952482,1515424603,2408459307,16823988,207751,101643,227247,24188116,39094147,166104,366090,0.629209137
34,17.51990205,1507852942,2344190059,16487245,214881,107231,262685,23291056,41791816,234098,372212,0.643229817
35,18.0204976,1509690482,2482991386,15004260,257795,109291,160734,30488349,32473142,192354,430460,0.608012775
36,18.52072157,1512054194,2462057908,16645059,202456,86985,173032,27554529,34196069,230164,354852,0.614142417
37,19.02131647,1519785849,2444896056,16809513,229003,92043,170221,27972287,31218601,194002,393127,0.621615731
38,19.52192051,1518928351,2683036580,14423323,303184,103583,126673,38231603,24521589,206398,473354,0.566122863
39,20.02253355,1511465034,2340022494,17020555,229779,93915,184777,25329769,34814529,263415,349303,0.645919019
40,20.52313956,1511059810,2400263603,16067904,262625,97424,208117,28656781,33103725,295398,407305,0.629539109
41,21.0237529,1508026489,2277029793,17029102,214118,95904,229794,22839163,40586246,218607,335455,0.662277891
42,21.52390232,1506024269,2335983954,17061428,213079,98383,180194,26334031,35740435,238775,327760,0.644706598
43,22.02448614,1516688863,2426780114,17142135,203856,94612,146838,26868145,30876075,188988,327921,0.624979929
44,22.52507751,1512811652,2379367154,17227248,189473,95535,159758,28242947,33580361,205015,337050,0.635804209
45,23.0256978,1512074282,2541000976,15622757,215730,93635,152796,30609518,28533083,211115,340988,0.595070327
46,23.52630629,1516030279,2464740798,16056973,260515,94538,153999,33388164,28612570,251007,331824,0.615087104
47,24.0268897,1514044263,2607686021,14847906,352827,93541,136592,34051635,24271090,268156,372545,0.580608344
48,24.5275266,1508894862,2399755201,16438459,299983,99205,205176,26062128,31806907,265306,345697,0.628770327
49,25.02787562,1503571015,2319797802,15649857,311579,119217,224175,28609774,35597118,310545,331642,0.648147444
50,25.5283948,1516917876,2529441368,16106332,231716,91935,141584,30686736,28841638,224669,323328,0.5997047
51,26.02888114,1518012521,3690078572,7650080,466951,72958,74268,24032488,16464526,244630,419888,0.411376748
52,26.52947693,1502804720,2862306240,12706025,376840,97978,114254,32166597,23551600,280846,466742,0.525032821
53,27.03010601,1500663268,2407468867,16089131,242377,97171,174352,28136461,30021557,295241,392943,0.623336521
54,27.53072537,1504148227,2437743549,16237396,235725,89983,147952,28337354,28644635,280881,398529,0.617024801
55,28.03135277,1509719917,2367093461,17028024,271533,92524,164775,27505426,29864491,261357,404733,0.637794807
56,28.53191275,1512279851,2444290163,16712911,237504,97900,169800,25545793,33419302,262082,327553,0.618698988
57,29.03249964,1498526040,2523367595,15062302,261265,119974,234402,21844503,37021049,294507,335102,0.593859588
58,29.53311425,1506472432,2603018599,15211944,258745,107801,199021,25653438,31130076,269392,322480,0.578740556
59,30.03374526,1504445054,2622821048,14735596,318423,124569,201222,25358777,28749469,326561,313654,0.573598056
60,30.53433576,1516521928,2496826271,16726459,217779,90426,124435,30117960,26534564,207659,353382,0.607379835
61,31.03495101,1498273344,2422063074,15754555,274348,94996,147485,28429551,28625757,315371,345277,0.618593859
62,31.53554773,1493659862,2435110881,15050661,324656,114267,205533,24978631,29732767,384914,419405,0.613384743
63,32.03588029,1499957655,2441771578,15176467,279743,111159,213184,25908600,32921185,337985,389610,0.614290734
64,32.53629089,1496484187,2581758012,13854368,402349,124104,157365,33154286,30219563,529106,679296,0.579637666
65,33.03688177,1485424083,3698177074,4889175,487747,116934,22958,34863352,7292548,1144351,572067,0.401663861
66,33.53749084,1489294369,3145393813,7384960,432926,63200,6563,44739816,5976639,998399,423503,0.47348423
67,34.03810731,1352273987,2144260812,5698569,1163792,63300,13648,42118409,7770778,3491749,382296,0.630648091
68,34.53873465,1378981797,2582624902,5419315,836928,100967,51671,35920709,14357205,2293494,641975,0.53394583
69,35.0390512,1423021241,2983544422,5283749,669841,52611,11728,33724674,6077712,1782668,198747,0.476956613
70,35.53968401,1392728268,2611992498,5943572,934621,163313,24323,46491564,4022475,2736189,785055,0.533205309
71,36.03987535,1428787743,2919158718,5116141,786941,186175,22759,45277311,15084597,2088503,817324,0.489451887
72,36.54047431,1536875609,4427165034,4403482,247786,4585,2123,17859128,144097,169020,1011,0.347146672
73,37.04108423,1375528715,1589706283,7460719,955645,100002,8843,66007586,5557128,2943255,698414,0.865272239
74,37.5417018,1378391363,2190295148,5882571,941530,91778,11485,52244143,14795506,2621378,717072,0.629317635
75,38.04229537,1358927340,2131729015,5276641,1179810,94238,8918,48386149,4245547,2725131,238295,0.637476588
76,38.54275743,1436041199,2275369597,11320986,801488,128788,93625,31142098,23247210,1750363,823802,0.631124368
77,39.04328179,1501597594,2607679728,14827038,427406,84069,144631,33738123,23231075,406938,605175,0.575836663
78,39.54388179,1493059349,2395959359,14880884,651228,86294,90360,36867810,23333721,589484,577827,0.62315721
79,40.0444809,1469049417,2225803156,13076834,684974,92582,78096,38574592,17195040,884359,668630,0.660008686
80,40.54508021,1478602061,2301186252,14075277,326861,94478,149037,29638538,26520924,464896,477614,0.642539064
81,41.0456965,1503444448,2403048054,16023222,280313,99271,190730,27546936,31597175,304964,402673,0.625640609
82,41.54632942,1498489154,2800909093,11715705,409569,105819,149954,39407955,24591912,314140,515348,0.535000996
83,42.04694451,1511071416,2636828346,14689790,279668,105331,173790,33264507,29662764,254146,356445,0.573064006
84,42.54755327,1449534480,2555976783,10174127,892049,112068,46513,43501822,6996033,1820653,493591,0.567115668
85,43.04790494,1434052484,2205814843,8816143,818012,92808,65888,27679740,20055949,1396890,256758,0.650123689
86,43.54850829,1499269729,2474587856,14690027,457855,99225,131037,34599002,26473275,350074,450665,0.605866438
87,44.04911238,1505175119,2649952714,13904859,447433,108836,133123,32584067,23802277,389028,399094,0.568000746
88,44.54973968,1489377429,2487363896,14283284,341695,92988,132126,32727137,23652118,373462,441149,0.598777457
89,45.05036083,1476269628,2321098385,12626392,636231,100949,69518,47594538,15491703,817775,412093,0.636021996
90,45.55100496,1426014507,2312842435,9637537,997066,91750,36060,39613563,12153335,1389113,524169,0.616563621
91,46.05163721,1445998501,2449495405,10866161,989507,115645,50908,32624629,18469456,1437582,469830,0.590325051
92,46.55189585,1506177618,2718564843,12883326,738447,89548,83187,39101005,17594573,386577,458884,0.554034097
93,47.05213113,1510207537,2483992904,15301303,439795,100840,133967,36568843,23549889,245437,467872,0.607975786
94,47.55274376,1442921893,2300329167,13749590,779253,104063,161341,29566331,27411344,1085370,304656,0.627267573
95,48.05336372,1517562990,2522034063,15027421,451251,102458,95447,38660443,18168866,218898,405813,0.601721845
96,48.5539854,1516240581,2629302855,15421705,289070,101128,140259,32530281,27022262,235453,340709,0.576670192
97,49.05457409,1516072488,2708745680,14207624,431273,103151,117428,35506150,24470415,269919,387152,0.559695397
98,49.55519888,1506810711,2469417026,15704898,369566,95718,129121,31939677,29738560,312692,366713,0.61018884
99,50.055801,1519047267,2828469476,13544254,450149,107811,102823,36710611,22577533,242210,434433,0.53705627
100,50.55628245,1512485956,2766434838,14207999,397405,90595,120569,30813742,21575235,263708,328058,0.546727483
101,51.05689377,1515735911,2850261224,13459901,487271,102839,94372,37928575,22044243,284950,378720,0.531788419
102,51.5575012,1514087968,2620952279,14538067,595006,99068,90229,38241039,19508766,323644,402897,0.577686202
103,52.05813703,1518025164,2652556732,15182272,410496,99838,109028,37231529,20904142,246105,375489,0.572287539
104,52.55876191,1510801237,2567066534,14431877,527708,109466,105386,38630510,19595791,289529,474228,0.58853217
105,53.05936971,1504062314,2544362780,14799940,401843,106449,114237,36406548,22392449,309892,561179,0.591135166
106,53.55990082,1513104326,2612703620,14259531,453611,110197,175858,32429641,33206237,249541,384081,0.579133551
107,54.06050214,1480229012,2967596163,8632881,722912,156745,65295,51644300,15099222,692597,945820,0.49879732
108,54.56112761,1393306883,2568595263,4338355,1187907,232782,29549,62991027,9294631,2468134,537213,0.542439248
109,55.06175939,1388121129,2296351551,3915336,1303719,311674,46502,63808111,7287305,2892331,2140117,0.604489817
110,55.56241286,1366842603,2158910801,4349159,1324037,102888,6493,49310730,11395626,3389099,237879,0.633116756
111,56.06305682,1354318095,2453323414,4207568,993005,99146,4916,52421405,17594368,3397773,524802,0.552034064
112,56.56370457,1313652320,2145816297,3612799,1469613,135945,8793,43687637,14326659,4098414,155027,0.612192349
113,57.06391215,1425168144,2469731674,7347947,990798,118327,57744,44680068,10212362,1957144,664244,0.577053839
114,57.56454581,1406033989,2698125677,4637721,969184,114747,27094,49673712,9920449,2236442,810577,0.521115084
115,58.06498976,1356120356,2030896684,4846137,1087667,402896,34913,54214140,5767143,3248728,1639726,0.667744631
116,58.56560351,1364667562,2380700155,4266033,1044983,160904,6750,43459748,12189049,3334536,518168,0.5732211
117,59.06620719,1305024083,1987048266,4088302,1554271,141438,7973,45948952,2696115,4424022,398286,0.656765165
118,59.5668454,1457213482,2289269451,11714676,656284,83169,92508,35285269,20153244,1583174,481514,0.636540832
119,60.06750091,1506448912,2663702229,13879677,585266,89252,106039,34737583,21091679,276657,504101,0.56554704
120,60.56790209,1508508775,2517494784,15316026,498541,72438,101585,36711306,19973796,303882,409506,0.599210288
121,61.06850424,1514219484,2476351236,15650959,504459,97560,117053,38378467,16068408,231624,737358,0.611472017
122,61.56908985,1501236882,2469355018,14484597,589049,109378,90696,40355962,19944942,366633,466933,0.607946962
123,62.06971963,1505747271,2681333351,12525502,739435,126041,95110,41642361,17700040,282990,734395,0.561566607
124,62.57030077,1501728065,2606139199,13010420,767498,103055,71068,42447904,15775833,469964,656222,0.576227112
125,63.0709396,1486588225,2341068682,12283658,727537,112375,67444,41244392,15644973,774506,1013850,0.635004106
126,63.57156338,1489533426,2503294985,12535671,736280,119778,87857,39382160,19844895,595946,467690,0.595029126
127,64.07189194,1507733379,2620633088,14591374,453739,101066,117940,35740966,24484113,271485,399556,0.575331734
128,64.57250024,1512307431,3384233651,8256210,538410,81033,84385,31787812,9440214,324457,688224,0.446868505
129,65.07313285,1417240541,2855352354,4951166,1381976,101326,54339,45033907,13825469,2152371,425196,0.496345237
130,65.57377375,1493086965,2971690003,9192983,521889,101124,100436,40251679,19732251,736534,768670,0.502436985
131,66.07439181,1506910063,2638011910,14429783,495904,96807,125347,33291711,26191710,382178,390270,0.571229439
132,66.57498299,1504416005,2509499403,14613217,562006,95040,130643,35097563,23253139,319567,454433,0.599488489
133,67.0756054,1506725550,2568040220,14950997,359912,98784,151633,31536750,26499793,317698,370055,0.586721944
134,67.57621622,1506850093,2512442262,14476547,469618,81701,86275,43569903,17295534,448977,686917,0.599755113
135,68.07683909,1510801605,2580688240,14389982,589196,117005,119245,35945315,21797992,302968,387539,0.585425849
136,68.5774583,1502416447,2612634622,13521319,635783,105644,72732,42900534,16952030,378183,582720,0.575058003
137,69.07808593,1501942955,2508594256,14483437,608519,101676,107751,33596563,24101224,521195,378474,0.598718964
138,69.57870514,1507302864,2468756246,15785868,392620,95353,117004,34902825,26043203,423125,406252,0.610551514
139,70.07929898,1508041953,2469545841,14678156,506788,88628,92903,41646667,17498357,382048,515444,0.610655582
140,70.57990546,1504346865,2544261163,13513990,673324,104160,94283,41888958,15217111,347670,662964,0.591270616
141,71.08050681,1512444903,2460046920,15145697,551865,90204,83230,38411274,17288238,382435,487765,0.614803275
142,71.58112768,1514500569,2500773347,14708249,587519,88325,75448,41816395,17190365,319586,562506,0.605612888
143,72.08175366,1523041480,2657073356,14482762,626542,98237,98202,42494254,17000044,238003,561324,0.573202647
144,72.58236647,1511673807,2509183097,15318393,562038,92562,98917,38191772,20137450,366993,441254,0.602456556
145,73.08298059,1512927082,2553607174,14244939,580616,100094,80234,44161421,16699995,324157,528837,0.592466648
146,73.58362316,1501352216,2542147027,14487825,527431,99521,118716,36767218,21571115,351528,384177,0.590584337
147,74.08421841,1522807728,2617151702,14780873,749203,140917,89711,39484995,18108084,231828,405145,0.581856882
148,74.58480058,1499999737,2518681932,13584736,607126,109989,81184,40743801,12896642,504573,438874,0.595549489
149,75.08542931,1487128186,2493148226,13222815,674776,81662,67638,39706557,17775738,640100,503010,0.596486069
150,75.58606257,1501027059,2553454432,12392750,734762,111881,61817,44010697,11268302,425693,591511,0.587841725
151,76.08668355,1491550570,2352673929,12792740,831111,107770,62513,48839122,14871710,741281,558674,0.633981
152,76.58729227,1502984319,2694233757,12576571,734214,109462,118155,37711482,22226383,414623,441020,0.557852234
153,77.08788422,1508904114,2516608756,15311875,444767,105834,173540,30975845,30095038,338489,388005,0.599578345
154,77.5885072,1502542620,2996610511,11525592,499002,117072,136440,34728431,22812630,322805,378410,0.501414052
155,78.08911783,1499424120,3287268200,8479938,535061,114598,72177,36557437,15965992,556019,444543,0.456130753
156,78.58975823,1474474397,2633626051,11403294,799693,100325,68751,39888112,19869499,1098272,512240,0.559864752
157,79.09039337,1504464886,2595775329,14138435,640133,97346,76914,40740951,15038301,419015,570585,0.579582088
158,79.59102251,1502081564,2477974259,12941729,722693,101737,81152,45609825,14271039,424068,674798,0.606173191
159,80.09163935,1499537166,2448296071,14540779,572996,92695,95347,36730775,19562201,455287,365796,0.612481956
160,80.59190123,1480424419,2399591874,12406410,503908,118397,129051,34275714,19321332,797675,675263,0.616948422
161,81.09253679,1477173544,2165274533,11340828,880412,73589,13223,55331440,4312843,1095491,691557,0.682210741
