,time,cycles,instructions,branch-misses,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,L1-dcache-load-misses,L1-icache-load-misses,LLC-load-misses,LLC-store-misses,cpi
270,54.28615585,598969559,1036629315,5510874,177677,37882,42393,12565400,9890633,166165,120777,0.577804959
271,54.48646313,594316160,961574307,5705726,145172,38536,47077,15144591,9518770,164508,208782,0.618065765
272,54.68675383,596919858,1051680067,5046924,190266,42930,45132,14120115,11271556,142476,148680,0.567586928
273,54.88704363,601484404,937796628,6371871,114830,38914,89599,10479305,14666930,97491,135495,0.641380429
274,55.08736071,589198135,917965986,5622055,258536,50041,68912,11997685,13454599,137434,289706,0.641851816
275,55.28768288,601316222,1202779587,4023008,260751,46910,30389,18763526,8926356,120262,153644,0.499938832
276,55.48799852,592313935,1157880586,3088423,281311,68320,30740,20242484,5627636,400351,174356,0.511550105
277,55.68836104,581956572,1171440752,3408819,272501,55794,13286,18339803,1075797,702965,350422,0.49678703
278,55.88871744,553928179,966627514,1905302,500433,87809,9304,21856976,1417894,999919,1049703,0.573052361
279,56.08907336,559514790,942144242,1386319,379867,49400,16470,25703450,3278502,1136762,203188,0.593873809
280,56.28942025,572307297,1234953999,1479595,304558,88113,5355,14332441,10219510,883391,1061542,0.46342398
281,56.48972647,554327798,953849666,1170487,475326,273759,41849,30937743,569541,853525,656698,0.581147971
282,56.69007242,548387380,713740369,1732137,707742,193995,649,23422174,130257,1304331,219912,0.768328938
283,56.89042219,546071281,831848030,1989732,400066,32823,2921,17393314,3370314,1330030,201250,0.65645558
284,57.09079192,562452681,932201502,1462960,644050,64384,2181,22756137,6220467,919824,745021,0.603359552
285,57.29119061,555154236,1061710944,1348015,393398,115866,1744,14136840,13342777,846826,215485,0.522886421
286,57.49151747,528513882,824219229,1707589,480886,31878,1968,16129961,181678,1531591,190937,0.64122974
287,57.69177102,529473076,801740504,1057766,345160,75245,2779,23368254,1771951,1450978,317999,0.660404549
288,57.89206883,545417244,994139984,1454856,446830,24979,5918,19913186,990335,1131147,56699,0.548632238
289,58.09243428,508235127,739296170,1335491,633171,58065,3683,17000009,1079855,1759673,515474,0.687458082
290,58.29273507,527579774,769223952,1253889,503394,41656,5983,9411260,9237124,1345146,876220,0.685859785
291,58.49305213,564483226,882731472,3537424,259994,43991,33752,14606308,6936979,489388,625156,0.639473321
292,58.69340115,545962710,785617602,3106019,262355,35316,9754,15535934,1112486,719569,158780,0.694947146
293,58.89376539,523059546,905243315,1626713,338605,35531,5749,21040245,189948,1104868,276177,0.577811001
294,59.09411951,548838345,920391809,2051005,397609,41792,10875,28530972,11064693,981868,210879,0.596309463
295,59.29445618,531291424,1016341285,1361197,249275,15506,2494,12809261,5899112,933351,105344,0.522749033
296,59.49479307,541922019,941297914,1558178,403986,189139,18484,21480202,390469,1381652,168880,0.575717858
297,59.69513521,518553085,647898548,1457521,399128,105940,1836,16812155,5410818,1087129,1650156,0.800361548
298,59.89569826,520466496,719523142,2246353,413909,44420,4049,17577385,2321826,1471026,221875,0.72334921
299,60.09602152,504132611,712065725,1409131,414821,40849,1969,16267296,4372331,1154325,138349,0.707986065
300,60.29640264,520195432,841088741,1311798,258900,100519,3306,9522607,14019839,1072127,183945,0.618478653
301,60.49670666,508507420,733338292,1322010,385954,21143,2832,12929188,347727,1327022,271262,0.69341452
302,60.69707397,528944659,796343040,1124090,303857,39787,2620,22094378,2196463,1033422,244221,0.664217093
303,60.89762345,522076146,812138074,1510074,391463,22484,6944,16029680,1251019,1050718,38566,0.642841609
304,61.09800836,514630579,712906705,1524433,657579,59039,3068,17076242,763526,1823228,516263,0.721876475
305,61.29834636,571374126,956036841,1933956,444448,39741,13932,11268664,14068066,610399,573684,0.597648649
306,61.49866312,604531068,982542474,6225828,158306,37413,51848,15281536,6789178,113624,231709,0.615272198
307,61.6989904,611993448,1091385895,5390324,345841,33535,29707,17505375,5963397,70025,203743,0.560748907
308,61.89929105,604350385,1091831788,5098304,286280,33089,41534,14612439,7284348,120978,210777,0.553519683
309,62.09965128,605059680,982932995,6655836,136505,26746,53983,12674908,9358628,99444,112636,0.61556554
310,62.29995056,600262269,975088169,6367930,159111,27085,48917,13101250,8698072,114378,95815,0.615597941
311,62.50026804,605601564,1037099611,5890356,202363,28870,31282,17265545,7680493,131933,142867,0.583937702
312,62.70056349,605982431,1025509344,6070369,173171,33419,51508,13753780,9083382,99203,104418,0.590908737
313,62.90088067,607034315,1009786489,6244650,188107,30824,38190,15343253,8287153,131576,194826,0.601151156
314,63.10121557,608166455,996724503,6458048,198762,43729,46700,15606193,8124651,91423,255187,0.610165049
315,63.30154142,604096702,1000997798,5488528,282526,52978,27743,17856532,4533185,129423,233976,0.603494536
316,63.50186478,606256706,978052573,5790331,234945,50165,42570,16320310,7966307,94816,200965,0.619861061
317,63.70216513,594312040,929893293,5666065,153388,47127,58076,13718730,9808674,132223,287090,0.639118536
318,63.90247934,584365892,990301786,4078433,380760,47411,32923,18215367,7094411,360090,224031,0.590088698
319,64.10279583,588365256,953817682,4800931,345694,42217,29070,15641930,6787654,241552,193494,0.616852955
320,64.30312747,591300304,944671257,4651155,247394,42906,33564,14661859,8429279,181556,260667,0.625932354
321,64.5034501,594922174,1024146009,5255716,211058,43228,35177,13220966,6975816,175333,653019,0.580895857
322,64.70378508,602665334,994493558,5405816,348520,40608,21409,17863745,5760071,194353,117059,0.60600225
323,64.9041056,604880743,1015593372,5959224,163127,45041,38939,14691742,8622806,150420,847422,0.595593433
324,65.10443867,595026258,934485921,4258691,334711,54239,22141,17820202,4870777,255815,140581,0.636741811
325,65.30477963,591841256,843970372,4300712,485058,43898,4879,19543681,3413606,419119,183154,0.701258333
326,65.50507257,597696450,1003613179,5177043,366818,44118,38902,13671674,9282014,237710,87413,0.595544641
327,65.70537356,603507465,1077015475,5387228,171356,45869,48620,14415802,9198918,125251,218158,0.560351712
328,65.90569756,600649194,1071341224,5273462,235502,37417,35908,15007386,7673276,109361,201737,0.560651621
329,66.10601921,603789524,1016026672,6076917,137782,38997,54873,13977701,11194118,107048,128167,0.594265427
330,66.3063428,608546569,1133887517,5481097,123807,38814,57916,13756410,8774025,88966,189128,0.536690421
331,66.50665963,613556188,1525539914,2993436,58627,14112,12775,6553536,1843807,49022,89277,0.402189535
332,66.70698688,601771186,1282955797,3026629,381377,42354,29854,19416196,3748688,160319,334385,0.4690506
333,66.90732679,570039785,1089800019,2239152,486277,58252,46586,19128481,2500225,787660,167214,0.523068247
334,67.10762473,558061853,1193701746,1778021,460465,36648,5629,17599016,981337,1180201,154688,0.467505267
335,67.3077679,565770669,1090393368,2434042,362001,40411,24342,11881353,4391956,951972,269256,0.518868406
336,67.50809583,596975738,1335038071,2428686,157938,25127,44632,17662241,5147899,205216,173039,0.447160086
337,67.70840338,597539778,1038928135,4839468,295811,47851,41393,18078592,7877668,156698,202904,0.575150251
338,67.90873296,595707942,984547185,5878085,151043,37981,68141,10527786,10916358,167345,153204,0.605057788
339,68.1090541,598103676,1035493850,5484325,147708,38444,45903,13246774,9642861,190424,142605,0.577602345
340,68.30937951,605526253,1085722437,5350652,365226,36493,23786,17964765,8928057,152116,178816,0.557717362
341,68.50969814,605279335,1025919561,5805278,217015,40439,41925,14145593,6687357,104251,193962,0.589987128
342,68.70997832,604562338,993857179,6239422,138556,39663,70550,11993446,11835997,118970,155347,0.60829901
343,68.910327,608315327,1044677870,6130905,132373,39281,56845,13530467,9484340,77577,145470,0.582299429
344,69.11061848,605433162,1024713846,6071746,161306,33848,49205,13528664,9971867,124759,158415,0.590831445
345,69.31093497,603177644,977458210,6379621,139947,40419,70002,10967952,12065306,122234,155758,0.61708791
346,69.51125791,605521625,1057820159,6103860,125308,37716,46693,13597343,7420409,135791,370907,0.572423979
347,69.71157523,605675494,935809630,5652172,301983,35541,23580,24000748,5838939,171529,147301,0.647220839
348,69.9117591,603403489,1046407197,5352189,237598,45718,37140,15361310,7039997,103733,188474,0.576643099
349,70.11207597,604434701,985820064,6160947,187218,35747,59657,13451170,9984429,159656,138353,0.613128829
350,70.31237589,607946660,1077200846,5785846,255362,42504,39553,15283163,8288316,67406,119217,0.56437633
351,70.51270573,609598168,1034262003,5747604,243283,34848,25004,17801795,6751866,58772,156468,0.589404006
352,70.71302779,597103186,1054153328,4762549,337814,50858,19472,18586168,4792847,253840,407278,0.566429162
353,70.91334098,574885039,972024081,4398402,426692,41349,13054,14913984,6916740,444694,151973,0.591430861
354,71.11383747,597163755,911123388,6292786,123223,37773,61657,11770248,9714435,151989,151574,0.655414802
355,71.31414683,596395449,944225452,6310145,118542,35661,48968,12042506,10774227,175960,166846,0.631623992
356,71.51447918,595968493,925777114,5953668,151491,32098,52660,12172649,10248089,197485,173202,0.643749434
357,71.71479627,601934103,985733843,6274948,130534,34789,53887,13350190,9962874,179344,133752,0.61064567
358,71.91507261,608478669,1002468359,6564102,129469,37887,53290,13345211,10140609,121517,102876,0.606980423
359,72.11538239,606209296,968609378,5957023,163249,31091,35546,17408835,7354401,120512,168800,0.625855283
360,72.31570568,605937499,1020005381,5225945,269262,42633,35298,20170435,2932374,90606,208492,0.594053238
361,72.51600742,604881969,1012342852,5081334,338002,34271,18315,18332900,8051434,211542,201875,0.597507028
362,72.71632535,606977748,1024956049,6329021,195605,37290,37464,14676560,10427239,112191,191741,0.592198806
363,72.91663941,606736967,1013820919,6221972,181856,39866,38376,14652539,8804666,89444,213304,0.598465622
364,73.11695748,610651946,1030154900,5967435,267136,38813,22152,17250863,5398139,64773,98647,0.59277682
365,73.31728291,604341153,946546244,6009157,251917,36714,31926,19792780,6049126,116727,238519,0.63846976
366,73.51762195,605973644,1053951537,5765972,271048,43555,26781,14474399,5684010,76944,212623,0.574953992
367,73.7179483,608792809,1030204618,6023344,207302,40362,40599,15665700,7209871,82868,153574,0.590943584
368,73.91826161,608297647,1074383691,5666155,188528,41227,39610,17541008,7574514,115012,238760,0.566182875
369,74.11858582,605325887,1023181667,5859930,266732,37156,25259,17745775,6116446,135394,182821,0.59161135
370,74.31895854,604541975,1036785872,6016638,175862,34899,26840,15785052,8566240,192623,210538,0.583092412
371,74.51936888,595551321,959818984,5986436,165537,34828,43027,12495710,9462367,183676,189344,0.620482957
372,74.71969055,598087254,975460989,5645258,217618,31542,35133,16808406,6898702,229414,178268,0.61313293
373,74.9199878,594553363,977975113,5565879,247346,43267,37700,16461776,9519371,203993,259270,0.607943244
374,75.12029667,597536226,975444417,5553603,171507,39772,34482,14236592,6796831,132961,184905,0.612578447
375,75.3205838,601938413,956773959,5468387,354176,41116,22540,19020138,4112676,222451,259273,0.629133357
376,75.52089595,605894200,1008291150,5995194,178740,39402,52106,13761727,9365051,82972,179432,0.600911949
377,75.72118941,607676966,1010955984,6258699,155526,36009,50675,14999760,8407637,82261,121516,0.601091418
378,75.92150619,606294731,1064778844,5928391,234932,44218,37814,14803413,7887320,99398,161127,0.56940907
379,76.12179678,605981849,1055064106,5875175,261439,84500,38113,15760559,6522131,440812,139196,0.574355478
380,76.32215156,606444429,1017997192,5943242,226366,40766,28685,15814144,7033667,97781,214313,0.595723086
381,76.52248464,605409738,1029523546,5583964,294461,41445,26200,19685943,4677566,110475,147208,0.588048462
382,76.72282163,600514008,1029889646,6007811,132321,39097,42303,13956866,6380335,160102,216453,0.58308578
383,76.92316374,598893141,966152989,4818692,306992,31257,27066,21457979,4083897,222833,187805,0.619874024
384,77.12350565,598081509,1059409350,5216772,298009,34278,30372,14974391,8850685,212457,132109,0.564542411
385,77.3237309,602418305,1020785407,5891705,177630,40425,29769,15063205,5658001,159567,181313,0.59015176
386,77.52405162,603458018,1055567088,5194744,361018,36740,20156,18819157,6607228,94964,138581,0.571690824
387,77.72436933,601809268,1038463765,5434169,201712,37938,38998,18684955,7218247,135433,289531,0.579518793
388,77.92467238,594425552,937871751,4856383,347629,37139,9384,18379963,2968618,161472,129475,0.633802598
389,78.1249759,588780262,991841531,4827091,204823,44009,34786,13191424,4948534,205280,302666,0.593623319
390,78.32530165,593068070,899429899,4624540,308753,33140,10235,20439408,4923414,289050,161703,0.659382205
391,78.52563717,588539803,981056003,4448965,247545,43766,39922,14772115,9093149,275776,255331,0.59990439
392,78.72596731,589970155,1083329460,4173329,337898,36494,25915,16064039,8790926,301482,117587,0.544589783
393,78.92629106,605358229,993987464,6080569,138928,46210,100265,10014190,14363825,129375,145187,0.609019984
394,79.12660628,606826465,1041421063,6029833,203671,35785,48620,12535669,10538833,142611,157023,0.582690793
395,79.32693038,603054917,1031448399,5987054,161479,42016,63798,13015083,9671578,87819,168063,0.584668043
396,79.52726872,604277567,1159641670,4625713,302650,52187,35115,16495372,7241825,85739,161412,0.521089904
397,79.72758847,605145776,1264300656,4564859,121425,39419,55651,12963784,8755744,97435,121214,0.47864072
398,79.92774088,603176511,1125965384,5407176,131649,46537,77096,10857022,11752008,103180,125353,0.535697207
399,80.12805737,595228610,1221583105,3434939,249313,74069,24276,16829606,9581627,269418,242153,0.487260021
400,80.32836226,593416367,1425715059,2440384,270292,26121,2552,13129559,2332914,256329,167518,0.416223679
401,80.52862895,578184992,1036146175,3006493,573799,42187,5693,15919644,9318942,731368,200596,0.558014888
402,80.72894313,606477933,1051540574,5603120,197552,29587,43207,13980319,8195153,113411,77702,0.576751813
403,80.92926363,605317671,1080723577,5392840,275414,30864,26625,19515272,3745030,102888,219516,0.560104067
404,81.12955308,612106890,1059932870,5334512,263274,44444,33255,16279626,5245273,61629,188342,0.577495903
405,81.32986457,607115504,988354784,5993758,142839,45213,34408,14751810,6483543,103491,212205,0.614268797
406,81.53019621,604802589,941574321,5306679,340623,46129,10773,18472969,4534606,92719,281972,0.642331227
407,81.73050611,595781208,997551629,5064447,247832,34433,32389,16965736,5618553,164929,276603,0.597243482
408,81.93080598,595483235,932296009,5380565,263957,28769,35723,17330111,3654570,258301,190149,0.638727646
409,82.13113275,596571420,1009347671,5344374,267920,37200,23149,14240648,7499043,232145,193594,0.591046512
410,82.33146341,595556989,969866286,6081455,119453,36544,53627,11065652,10434385,152378,144964,0.614060925
411,82.53178174,600239023,1034476883,5591167,158924,48126,53887,12737598,10116664,141472,231927,0.580234351
412,82.73211344,596488471,924017779,5318181,187332,56392,40174,15489414,2299916,228559,183235,0.645537872
413,82.93240607,589344496,896039722,4120034,303313,44549,37606,15335984,7804807,506731,192987,0.657721395
414,83.13269222,601823623,739729234,4701276,266526,31412,6824,24338012,2353308,265190,59644,0.813572853
415,83.33302871,591770798,762548660,4495166,422062,80046,4639,20321029,6224849,395638,164912,0.776043326
416,83.53336624,595035093,1040239505,4398428,364889,30315,14679,13495417,7623510,389216,120379,0.572017396
417,83.73368932,605864495,1060620427,5835446,286055,29727,35820,16499626,8522159,121362,100355,0.571235929
418,83.93402232,600866496,997799455,6117849,177742,22266,37336,13611515,8693706,162513,95665,0.602191646
419,84.13434869,605667674,1053043383,5813168,196117,39775,38465,13675862,8564946,91464,165103,0.57515928
420,84.33467284,604845351,1099969852,5390360,197184,47460,39536,16289339,9475313,116083,259352,0.549874481
421,84.53500708,608204301,995706598,5602594,271944,35272,23771,19459679,3111288,99015,183786,0.610826826
422,84.73534459,603766364,1103186347,5422396,269647,38283,30840,12628052,8243440,190814,114173,0.54729318
423,84.93566642,606091026,1125373516,5429586,187050,43516,50574,13379372,8032283,107834,132042,0.538568766
424,85.13596152,594202100,998001487,5501833,135601,40142,41757,14355056,7439420,156831,246296,0.595391999
425,85.33625593,598595485,968660837,4929491,320385,41773,16168,17866386,3315389,163324,148602,0.617961894
426,85.53655666,598836141,1019038560,5577037,155861,37707,38351,14824214,8762702,120452,152926,0.587648166
427,85.73685889,593955304,1053171390,5091408,197857,41578,47291,13847130,7312209,146411,230401,0.563968324
428,85.93718047,596442200,1070607168,4550013,382579,43487,18637,18779796,7817076,187929,156640,0.557106489
429,86.13749684,607406272,1045812880,5793459,188702,39916,36950,15005161,7195111,86219,137148,0.580798232
430,86.33781157,605450322,1075717681,5827145,177376,42431,47384,13063418,8953512,105153,145267,0.562833848
431,86.53810562,605923391,1021457491,6159405,143641,39824,55991,12345969,10026207,115524,143296,0.593194916
432,86.73842205,605368452,1075607361,5725391,187820,44842,36811,14265349,8791800,171299,138882,0.56281546
433,86.93874431,610079744,1188048834,4603122,399191,44635,16886,18137437,6173961,115403,167045,0.51351403
434,87.13907473,607224916,1074194332,5535291,256259,36360,26902,15855580,6475082,97408,219289,0.565284044
435,87.33939681,601414547,1015831291,5964179,163776,34011,51532,13269841,9160504,111791,162948,0.592041762
436,87.53971215,606610833,1039729571,6181754,149664,39616,49009,12906080,10657967,127992,134374,0.583431356
437,87.74000023,605850779,1040964542,5827978,199394,40588,31549,16039417,8949584,140450,137049,0.582009045
438,87.94030123,604682794,1062196857,5803230,201880,39838,38040,15441866,8289697,109634,118200,0.569275639
439,88.14061754,608453729,1040725424,5443072,157355,37117,45848,18636026,7627192,103714,175702,0.58464386
440,88.34093706,605221260,1030024285,5541428,278309,42154,26840,16422710,7404338,118707,204922,0.587579603
441,88.54125776,608131603,1068872838,5199505,361980,40698,22629,17073537,7127880,97911,194312,0.568946634
442,88.74154464,594287315,1002603630,5620779,203980,33414,33804,13462116,8718699,199477,156337,0.592744029
443,88.94187397,591534818,994567628,5326176,154699,38214,41462,13780312,6801926,185301,256377,0.594765807
444,89.14221582,592393286,978032703,5066258,271462,36867,24309,17399038,4917588,234995,83650,0.605698853
445,89.34254694,596887797,1019654541,5442877,202017,36828,35849,16138813,7918147,194499,255773,0.585382375
446,89.54289099,589682178,910377462,4991079,251193,46120,25457,15434565,5811952,298417,149442,0.647733718
447,89.74322572,600191971,1074967896,4281892,426575,37204,7443,18964352,2350232,267804,146445,0.558334787
448,89.94355737,598174167,1003430486,5724777,194536,37036,59816,12696080,11494080,242996,82627,0.596129154
449,90.14386772,601460206,1003429534,5757568,180430,40131,70174,17385878,8189923,151621,338781,0.599404528
450,90.34419947,589985777,1028478687,4513952,142588,62895,14216,10109562,2897672,377430,307256,0.573649006
451,90.54453692,590265515,965325778,4316962,325205,45366,43972,17883570,3352240,325359,154256,0.611467681
452,90.74484947,586023143,985303996,4090895,260447,42578,6105,22057383,1597338,369585,73598,0.594763794
453,90.94514782,582105058,645742847,3573643,424607,49347,4987,21721113,834185,494825,114180,0.901450261
454,91.14550299,574462205,942483619,3668213,384775,69963,3789,27236909,3130959,699396,276546,0.609519564
455,91.34581871,582907954,1021428547,3516932,519116,40892,8271,13456092,7689053,701206,207505,0.570679129
456,91.54615885,600989923,1021675550,4887191,361411,33938,33768,18099459,5741541,181448,179102,0.588239508
457,91.7464945,601377193,1074454397,5335541,216249,38483,43007,14847785,8987261,144187,144385,0.559704716
458,91.94680478,607664674,1039068321,5502658,300488,31077,30300,16417270,7590196,122167,126958,0.584816861
459,92.14709921,605431708,1156574416,4884489,165739,37582,38612,20041917,6974977,81857,108946,0.523469739
460,92.34740691,594235533,1092274506,3376005,224418,49848,30910,20204375,8513311,191704,190975,0.544034974
461,92.54772884,600938957,1068757012,5386851,76625,36781,76895,12856907,12355579,92151,170009,0.562278376
462,92.74800848,602008161,1159530349,4753207,90148,41166,65889,13822459,11871341,114725,168622,0.519182755
463,92.94829883,598855388,956413827,6181730,132887,36721,61716,11271750,10158345,196425,124917,0.626146728
464,93.14859597,603726312,1037306222,5743424,174684,35138,48085,15664752,8732420,128198,145942,0.582013584
465,93.34890087,605090013,1002388878,6229750,114208,41266,80872,11336859,12912150,100134,135089,0.603647972
466,93.54921168,601870071,1065126683,5598689,148284,41054,71136,13210022,11180196,151393,138424,0.565069001
467,93.74953959,604858898,1319493572,3863893,145314,33210,11463,14386382,2424314,144960,262321,0.458402307
468,93.94987642,594422163,1211667553,3341558,441210,41701,5690,29219751,4781676,408440,331075,0.490581894
469,94.15016991,552031947,1004749595,3708195,331307,31744,44027,13218689,8120085,203268,183134,0.549422413
0,0.500550199,1492446051,3066203996,4923014,141976,276918,1617397,25610203,84541964,154957,1626863,0.486740626
1,1.001196774,1498676710,2746411984,7353950,205300,221404,1796132,17441797,89000795,279210,1540129,0.545685323
2,1.50182631,1484740472,2868860287,9070633,330608,356325,469632,24426105,48358373,558253,2182642,0.517536695
3,2.002453663,1497529905,3154948855,8870276,241500,385334,319058,28714295,37448021,362980,2149839,0.474660596
4,2.503086685,1462665973,2456185498,10407498,450600,324352,211934,31423785,32284292,1008122,1400856,0.595503057
5,3.003722767,1494174735,2139626043,15798295,257923,243091,154592,26621589,35769383,410089,664248,0.698334524
6,3.50433765,1493083570,2185540526,14808976,284866,245767,149408,28220705,34795137,509019,802899,0.68316444
7,4.004961412,1493949267,2631527442,13196680,362459,272906,130699,44094438,18881089,445277,745231,0.567711833
8,4.505598997,1441290254,2497695511,9231073,708977,248224,92899,52315865,11800119,1490851,883409,0.577048022
9,5.006224686,1495946676,2359075100,15910594,333617,272594,148301,38321478,20888413,386964,694375,0.634124228
10,5.506856156,1494710310,2401851396,14974533,372757,279654,148774,40913464,19188792,435267,738530,0.622315899
11,6.007498119,1359330409,1771151578,8095806,1479496,183593,45020,48554748,7342515,3375753,490040,0.76748395
12,6.508137991,1364730193,1647594422,6485966,1994780,366673,74731,46189326,9019704,3198912,2342302,0.828316833
13,7.008729526,1506971127,2662825338,13658883,248335,110878,240766,29158872,39088566,278161,442588,0.565929393
14,7.509347243,1503565353,2260551736,16593423,233911,113958,274499,22338535,43616200,294343,420491,0.665132025
15,8.009961891,1509128417,2347776790,16436708,222951,111097,247146,23910297,38729329,243144,417805,0.642790415
16,8.510575658,1508968640,2277044075,14275457,394306,119735,98395,42509528,17473242,333681,371518,0.662687498
17,9.011200349,1507209628,2800963707,13121116,281294,115328,122269,33657350,22748127,278148,419451,0.538103948
18,9.511822375,1513475541,2835898234,13131032,227758,120620,119491,41460653,23044739,219698,521255,0.533684715
19,10.01243844,1511693527,2802391877,13483062,225104,105344,128618,39822257,23356242,252478,542953,0.539429742
20,10.51303537,1510875109,2613505709,12424407,465400,94867,98991,50144184,13134764,269797,500861,0.578102854
21,11.01364204,1500596515,2500930747,14504213,330047,85928,132055,33902185,28770877,393542,503486,0.600015221
22,11.51423847,1497936229,2444460909,15195417,314782,99575,146032,32777319,26352812,306891,438313,0.612787966
23,12.0148557,1495705321,2338117380,15969809,289778,113284,200945,25629682,37554093,358756,384022,0.639704975
24,12.51546877,1508671594,2526870774,16112134,235502,102249,163257,29026716,27281175,267865,390971,0.597051345
25,13.01587341,1500150577,2415088111,14850176,322222,94850,123982,31772757,23983093,320652,369450,0.6211577
26,13.51647657,1494808119,2510207105,12913909,496313,97425,73247,39951601,18167835,401054,531398,0.595491948
27,14.01706257,1497484418,2260613984,16164704,274344,102076,184656,26248162,31205436,371989,382427,0.662423761
28,14.51770182,1488125839,2211246871,15971232,243392,90686,159464,26278709,29784725,411673,385463,0.672980416
29,15.01832468,1503018484,2420779614,15800559,255891,99196,148678,30623087,26878295,297590,423926,0.620881998
30,15.51891387,1497313692,2453647149,15065427,412956,87656,95933,34106025,21839876,359793,390643,0.610240023
31,16.01953231,1487513138,2409026194,13783241,211459,94030,196569,26073484,33150809,380737,471616,0.617474871
32,16.52014923,1506441015,2307886115,16717891,268951,97567,207410,25327701,34170396,232123,318218,0.652736288
33,17.02074891,1499404603,2328009358,16344675,234147,103372,243314,23660684,37564449,415146,356855,0.644071553
34,17.52133203,1512921773,2434144966,16433589,203179,106752,221178,25176171,39520878,241000,380915,0.62154136
35,18.02191874,1511721865,2383398181,16604484,205512,97939,202064,25707177,36178367,195932,319499,0.634271637
36,18.52250417,1505330142,2468344249,15661842,237453,97520,137439,29455035,33273963,270984,497876,0.609854214
37,19.02315632,1496766840,2286013349,16595757,205980,90576,178589,24911310,34007049,319837,421429,0.654749825
38,19.52376564,1504890101,2600474678,14277910,272880,95260,116509,37577720,26115951,324858,434312,0.578698233
39,20.02388826,1512155111,2415101601,16523029,225326,97828,167279,28053910,34215248,224940,402660,0.626124843
40,20.52448712,1515098605,2468391911,16256562,252585,101930,171497,28489737,35957878,194099,366592,0.613799858
41,21.02510927,1508712106,2326467829,16780067,203815,99111,200421,24727361,39444629,224639,323936,0.648499019
42,21.52569268,1510906845,2358958348,16758686,212279,94854,204671,23826607,35208692,242939,350362,0.640497466
43,22.02632481,1505008738,2354989273,16912302,180058,86045,153439,25162735,33318238,261742,370228,0.639072439
44,22.52695658,1501097518,2319641419,16987462,177312,94701,142762,26579375,33536544,273598,399997,0.647124812
45,23.02758316,1499265804,2550497825,15244547,179784,90863,126028,31562393,25724520,244858,422590,0.587832614
46,23.52790344,1509493151,2387140440,16452180,224123,92078,172396,28531064,33158916,252288,394630,0.632343672
47,24.02852777,1522708641,2656295644,14678828,330131,94185,112205,35295035,23343539,239287,382465,0.573245167
48,24.52914865,1512165503,2407770849,16404932,278429,95611,179807,27300238,30165476,250440,424841,0.628035473
49,25.02976991,1500731150,2309505578,15419559,315480,108504,217845,27049511,32487543,339337,448309,0.649806246
50,25.53038494,1506057406,2461781952,16167095,203191,91495,147973,30053277,31091978,265396,416310,0.611775306
51,26.03096598,1503435956,2783974993,11954489,478606,111310,136987,32267536,24988223,358058,544101,0.540032134
52,26.53159901,1511593779,3614057828,7505745,317769,69709,52583,20612843,17788073,350448,299438,0.418253899
53,27.0318886,1509177363,2535828223,15199201,251461,95473,154500,30537038,28394758,241221,391623,0.595141796
54,27.53248436,1516878750,2527072611,16480572,194355,94061,154353,27444639,30675538,217806,357384,0.600251351
55,28.03308344,1507896133,2353703409,16565600,263225,89772,137335,30189387,27403961,263604,415217,0.640648319
56,28.5337097,1503910994,2394137349,16693154,225726,94103,161862,25418434,33689283,281110,356498,0.628164042
57,29.03432808,1494091163,2391949243,15376313,252168,110103,222655,22726950,33447949,350382,364118,0.624633306
58,29.53491549,1504852731,2568037499,15205627,244576,110137,187785,24993184,31381626,267783,323953,0.585993285
59,30.03549889,1497252727,2618131767,14323782,316273,126564,217377,23029175,31576632,309890,315814,0.571878293
60,30.53607969,1477575735,2281674176,14619348,215506,87631,116742,27334645,26449652,462015,450513,0.64758402
61,31.03668403,1501954739,2531350343,15233375,247988,88740,112265,31590639,24478548,291362,492486,0.593341314
62,31.53730217,1508790173,2436901045,16554289,237592,89748,141462,27998673,29592146,273103,360578,0.619142979
63,32.03791829,1505153962,2454014968,15474395,328589,118948,241257,24077046,35154720,306694,345640,0.613343432
64,32.53861866,1511568225,2489502654,15992578,267080,99068,161479,29561534,34319415,311233,311071,0.607176788
65,33.03923622,1433474031,2642833402,8354297,621687,191774,92682,39964748,23476756,1702519,861889,0.542400452
66,33.53989772,1512127286,4003389957,3978534,142350,11852,2485,19430506,1039215,319949,196705,0.377711715
67,34.0405144,1444653903,2440450910,8208316,935449,65446,7056,62138287,8458793,1523967,698310,0.591961878
68,34.54116114,1426288187,2758958777,6260717,1035412,131369,32969,47288272,14075297,1887569,798871,0.51696611
69,35.04176214,1469894940,3490841271,5418690,597328,50973,16584,36097295,3576951,1308109,386385,0.421071835
70,35.54238555,1419291951,2735050378,6254579,1060035,129179,24842,50193651,12543612,1843595,742639,0.518927169
71,36.04302072,1364049128,2403621862,4791560,800516,150895,33919,44304461,14556366,2456707,909553,0.567497388
72,36.54365687,1525514294,4200833202,4666591,303044,48152,3287,28195239,154991,349764,24588,0.363145648
73,37.04424841,1418504891,2620480913,6070992,732190,74070,8800,51007782,1896797,2268346,653384,0.54131472
74,37.54489237,1385512793,1822344858,6979242,923317,98232,12332,57700350,5164855,2760565,436176,0.760291219
75,38.04550053,1275125690,1689515208,4532692,884377,43850,7069,38126299,11883609,3084605,374436,0.754728743
76,38.54614987,1276853730,1656203000,4287292,1180872,104047,11327,33970788,9719545,4065134,276037,0.770952432
